datetime,close,CBOE_VIX,KOSPI200,USD_KRW,CBOE_VIX_vol,KOSPI200_vol,USD_KRW_vol,log_returns,historical_volatility,predicted_volatility,garch_vol,egarch_vol,garch_vol_pyflux,alpha,beta,Next_7_Days_Volatility
2020-01-01 01:00:00,1.0,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,-0.0021684142938236,0.0053272354077975,2.271916076202361e-05,0.0072336704169309,0.0076307977606795,1.94e-05,0.2000004019666596,0.2999998492721895,0.0106106822115931
2020-01-01 05:00:00,1.0024119633381572,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,0.002409059223393,0.0053212160169674,1.89658215150514e-05,0.0071042636198615,0.0074831078902661,9.08e-06,0.2000003849634232,0.4999997593978604,0.0118105852467208
2020-01-01 09:00:00,1.0060299083453932,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,0.0036027419778272,0.0053026318440785,1.924003474538049e-05,0.0069962805242389,0.0073117826390236,1.12e-05,0.200000383452417,0.4999997603632006,0.0120330855378961
2020-01-01 13:00:00,1.0031355523396044,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,-0.0028811544540336,0.0053056933200735,2.050947961026262e-05,0.0069516655240092,0.0072413729557411,1.97e-05,0.2000003800233627,0.4999997624853982,0.0122661432368326
2020-01-01 17:00:00,1.0024119633381572,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,-0.0007215875237936,0.0052676723782379,2.003067859749701e-05,0.0068782389154789,0.0071915236764761,1.2e-05,0.2000928593258364,0.4999419630107439,0.0122426489054072
2020-01-01 21:00:00,1.0048239266763146,13.78,293.77,1154.02,0.021189153650655,0.0011472640592801,0.0005947370142292,0.0024032696017992,0.0052655804766,1.811577938892228e-05,0.0067556279732741,0.0069334785798415,5.63e-06,0.2000003716817524,0.4999997677087952,0.0122265775101623
2020-01-02 01:00:00,1.005426917510854,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,0.0005999160297508,0.0052439731626868,1.8331314163588093e-05,0.0066852785299056,0.0067997648477875,1.25e-05,0.2000003690616478,0.499999769370306,0.0123587546841523
2020-01-02 05:00:00,1.000964785335263,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,-0.0044479246259241,0.005247000625269,1.722553351727499e-05,0.0065817380237165,0.0065424599379781,5.63e-06,0.2000003681681118,0.4999997699706121,0.0146436701352194
2020-01-02 09:00:00,0.9904727448142788,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,-0.0105372500444969,0.0054664673615742,2.060922501575161e-05,0.0066372325603312,0.006699716701718,2.43e-05,0.2000363542727366,0.499977653638492,0.0146116111205068
2020-01-02 13:00:00,0.9897491558128316,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,-0.0007308161104806,0.0054387954245081,4.359963495164572e-05,0.007336441067138,0.0074983199595855,0.000112359,0.2000004430450917,0.2999998338613863,0.0145622958103723
2020-01-02 17:00:00,0.9942112879884226,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,0.0044982143806379,0.005478012773082,2.898901635006608e-05,0.007167388854762,0.0072199925986517,8.61e-06,0.2000004240849148,0.4999997349595016,0.0145555627478853
2020-01-02 21:00:00,0.9930053063193439,12.47,290.35,1157.35,0.0263870077979867,0.0020472382474516,0.0007216778106266,-0.0012137396804996,0.0054232058387716,2.787458846509664e-05,0.0071542834054974,0.00722353425151,2.6e-05,0.2000004516094574,0.499999717744089,0.0146115074084108
2020-01-03 01:00:00,0.9739507959479016,14.02,290.74,1164.95,0.0307048487369158,0.0019567848480836,0.0012070149036966,-0.0193752228971218,0.0059596334758688,2.2587441436075443e-05,0.0070101729843614,0.0070109692596269,1.39e-05,0.2000004031441904,0.4999997480348809,0.0146027452680356
